dataset_name,strategy,compute_time,fit_time_1,fit_time_2,fit_time_3,fit_time_4,fit_time_5,score_time_1,score_time_2,score_time_3,score_time_4,score_time_5,test_r2_1,test_r2_2,test_r2_3,test_r2_4,test_r2_5,test_neg_mean_squared_error_1,test_neg_mean_squared_error_2,test_neg_mean_squared_error_3,test_neg_mean_squared_error_4,test_neg_mean_squared_error_5,test_neg_mean_absolute_error_1,test_neg_mean_absolute_error_2,test_neg_mean_absolute_error_3,test_neg_mean_absolute_error_4,test_neg_mean_absolute_error_5
colleges,BERT : val last_four,0 days 00:02:46.638430,122.45664262771606,118.6792848110199,116.55315208435059,116.79001307487488,118.92636370658875,7.4700422286987305,9.373068571090698,8.499574899673462,9.912391901016235,9.015313386917114,0.5211473602551412,0.5894584404003202,0.6142279055338307,0.3086541339367841,0.19889953742214495,-0.018541777335065117,-0.016677564936765425,-0.018691185435698702,-0.03392693769698181,-0.04371165757598312,-0.10031438905047736,-0.09430694741754478,-0.10048902660887857,-0.14096089739748285,-0.16426611374530356
colleges,BERT : val_col last,0 days 00:00:26.766930,20.566959619522095,20.822232484817505,19.233915328979492,20.029808521270752,20.615760326385498,0.9459903240203857,0.9731118679046631,0.9787337779998779,1.018460988998413,1.3446011543273926,0.5253100142478098,0.5943074805233503,0.635142923241133,0.3127317308634312,0.16781426544114375,-0.018380594129525925,-0.016480580783415227,-0.017677824231075875,-0.033726834704146225,-0.04540781034079042,-0.09955251057955082,-0.09372657662000297,-0.09771725407336238,-0.1417264495436543,-0.168227817822109
colleges,BERT : val_col last_four,0 days 00:02:17.622135,97.87192130088806,98.67458820343018,101.56102991104126,97.11686205863953,100.5734190940857,8.824498176574707,8.43890929222107,7.38579535484314,6.3852128982543945,6.851394414901733,0.5296339240672019,0.5999645309531257,0.6409860413163103,0.3168244058354788,0.11993400562919232,-0.018213166895271173,-0.016250772561355722,-0.01739471717114985,-0.03352599177500378,-0.04802037345779863,-0.09918736180059788,-0.0935772995205763,-0.09681594878322078,-0.14014134979091986,-0.17401060918623992
kickstarter_projects,TableVectorizer,0 days 00:05:33.912457,268.7206280231476,264.9634838104248,264.8554265499115,270.1397557258606,265.18813014030457,13.154279708862305,12.570802927017212,13.65806794166565,10.849058151245117,13.10862135887146,0.9636666666666667,0.947,0.9645,0.96,0.9568333333333333,0.9785181557625718,0.9562679285153325,0.9773217357235121,0.9742503550271513,0.9540672046517384,0.9616423877732033,0.9484508435549514,0.9622151183171938,0.957724907971768,0.9550780503132823
kickstarter_projects,BERT : val last,0 days 00:04:06.692606,160.55338764190674,196.28009009361267,183.7914924621582,180.23161792755127,182.32266545295715,5.672639846801758,8.289348602294922,7.385576963424683,8.113020181655884,7.70689582824707,0.7928333333333333,0.7893333333333333,0.7995,0.7888333333333334,0.7908333333333334,0.9136894063697416,0.9286052029685381,0.9225249351267117,0.9140151419380979,0.9171470683429668,0.7857809921519285,0.782921960056916,0.7925955094584771,0.7825431354262011,0.7835899646764876
kickstarter_projects,BERT : val last_four,0 days 00:21:12.013005,742.0291917324066,824.5308754444122,694.1446316242218,699.3314621448517,754.563618183136,55.37107491493225,58.88119673728943,56.210434675216675,54.209558963775635,61.43004059791565,0.8093333333333333,0.8171666666666667,0.813,0.8146666666666667,0.819,0.9179115974837329,0.9359263567945068,0.9284775426743631,0.9130517299788455,0.9385879537393848,0.802650129981558,0.8098038726020986,0.8059260737988094,0.8077507071492209,0.8118110275395194
kickstarter_projects,BERT : val_col last,0 days 00:03:49.646785,156.52006793022156,60.905789375305176,183.93257427215576,148.804372549057,145.62967371940613,7.096200704574585,5.639845609664917,6.542358636856079,7.578620433807373,7.068647146224976,0.8023333333333333,0.7678333333333334,0.8056666666666666,0.7976666666666666,0.8013333333333333,0.9232690096169179,0.8911767219047205,0.9273084716474379,0.9249606811425113,0.9303612113350512,0.7952201453823936,0.7592593003450556,0.7984519899619331,0.789266311800203,0.7942180144914781
kickstarter_projects,BERT : val_col last_four,0 days 00:20:59.744056,753.2478981018066,702.8877093791962,386.669664144516,803.5165195465088,804.1374506950378,60.70646691322327,52.441879987716675,53.53943634033203,58.25912094116211,58.61637568473816,0.8225,0.8363333333333334,0.785,0.8235,0.8211666666666667,0.9283643817127788,0.9405306051496484,0.8564575359972321,0.9160710580002868,0.93066991869968,0.8156671713618945,0.8278439972471956,0.7819375026481543,0.8169069412346025,0.8143043462908445
kickstarter_projects,BERT : val_col_sep last,0 days 00:03:53.249592,163.18307542800903,175.37737798690796,191.1749918460846,149.36532330513,168.95942330360413,8.157546520233154,7.219597578048706,7.198644638061523,7.655873775482178,7.344429016113281,0.7861666666666667,0.793,0.7945,0.7838333333333334,0.7893333333333333,0.9126888700905215,0.9256608194263722,0.920833563475092,0.9125244354758962,0.9220175587259333,0.7790264194581747,0.7840402296938739,0.7868389801800036,0.7759172585775815,0.7817573106453266
kickstarter_projects,BERT : val_col_sep last_four,0 days 00:21:33.565547,720.4188833236694,763.5322592258453,845.6091740131378,820.1585907936096,790.1485524177551,51.77215647697449,55.60472774505615,55.44744396209717,56.78259587287903,57.28835988044739,0.814,0.8158333333333333,0.8113333333333334,0.813,0.8171666666666667,0.9278899853004418,0.9197814409339623,0.9293669410729768,0.9181231762473535,0.9347851699951552,0.8064713182164467,0.8076930965570781,0.8040193554778969,0.8053665247973751,0.8103839000876362
